chapter,chapter_text,heading,heading_text,subheading,subheading_text,prior_class,prior_label,nli_class,nli_label,nli_continuous,nli_uncertainty,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5
07,Vegetables and certain roots and tubers; edible,0705,Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled,070529,"Vegetables: chicory (cichorium spp.), (other than witloof chicory), fresh or chilled",1.0,Raw/Primary,5,Final Good,3.272,0.981,0.17537,0.175028,0.152067,0.197174,0.300361
07,Vegetables and certain roots and tubers; edible,0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled",070610,"Vegetables, root: carrots and turnips, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.104,0.979,0.197224,0.228561,0.112925,0.195117,0.266173
07,Vegetables and certain roots and tubers; edible,0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled",070690,"Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.205,0.983,0.193751,0.176584,0.153269,0.18326,0.293135
07,Vegetables and certain roots and tubers; edible,0707,Cucumbers and gherkins; fresh or chilled,070700,"Vegetables: cucumbers and gherkins, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.169,0.98,0.179762,0.221976,0.126231,0.193611,0.27842
07,Vegetables and certain roots and tubers; edible,0708,"Leguminous vegetables; shelled or unshelled, fresh or chilled",070810,"Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.324,0.972,0.158665,0.187685,0.149635,0.17909,0.324924
07,Vegetables and certain roots and tubers; edible,0708,"Leguminous vegetables; shelled or unshelled, fresh or chilled",070820,"Vegetables, leguminous: beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.325,0.971,0.160054,0.184581,0.152427,0.176129,0.32681
07,Vegetables and certain roots and tubers; edible,0708,"Leguminous vegetables; shelled or unshelled, fresh or chilled",070890,"Vegetables, leguminous: (other than peas and beans), shelled or unshelled, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.392,0.965,0.142828,0.181613,0.153832,0.183753,0.337974
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070910,"Vegetables: globe artichokes, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.257,0.978,0.162292,0.207372,0.136663,0.19865,0.295023
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070920,"Vegetables: asparagus, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.203,0.979,0.165209,0.225814,0.127664,0.203013,0.2783
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070930,"Vegetables: aubergines, (egg plants), fresh or chilled",1.0,Raw/Primary,5,Final Good,3.143,0.986,0.187608,0.213004,0.139691,0.187792,0.271904
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070940,"Vegetables: celery (other than celeriac), fresh or chilled",1.0,Raw/Primary,5,Final Good,3.313,0.979,0.141505,0.198776,0.163509,0.197229,0.298981
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070951,"Vegetables: mushrooms, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.219,0.978,0.17358,0.21226,0.131282,0.187319,0.295559
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070952,"Vegetables: truffles, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.302,0.974,0.146797,0.211926,0.138984,0.197536,0.304757
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070960,Vegetables: fruits of the genus capsicum or of the genus pimenta,1.0,Raw/Primary,5,Final Good,3.27,0.975,0.187399,0.169963,0.140355,0.189978,0.312305
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070970,"Vegetables: spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled",1.0,Raw/Primary,5,Final Good,3.231,0.986,0.177412,0.180734,0.155651,0.206002,0.2802
07,Vegetables and certain roots and tubers; edible,0709,"Vegetables; n.e.c. in chapter 07, fresh or chilled",070990,"Vegetables: edible, n.e.s. in chapter 7, fresh or chilled",1.0,Raw/Primary,5,Final Good,3.294,0.982,0.141627,0.198171,0.174885,0.194718,0.290599
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071010,"Vegetables: potatoes, uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.494,0.941,0.158878,0.127413,0.161695,0.164884,0.38713
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071021,"Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.443,0.947,0.161704,0.146659,0.158576,0.153398,0.379663
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071022,"Vegetables, leguminous: beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.409,0.951,0.165366,0.153537,0.160278,0.148523,0.372295
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071029,"Vegetables, leguminous: (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.454,0.948,0.154959,0.145286,0.166247,0.157399,0.376109
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071030,"Vegetables: spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.392,0.952,0.183533,0.129384,0.163557,0.158525,0.365
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071040,"Vegetables: sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.473,0.937,0.170877,0.127233,0.153773,0.154676,0.39344
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071080,"Vegetables: uncooked or cooked by steaming or boiling in water, frozen, n.e.s. in chapter 7",1.0,Raw/Primary,5,Final Good,3.351,0.968,0.155425,0.150938,0.208332,0.157873,0.327432
07,Vegetables and certain roots and tubers; edible,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,071090,"Vegetable mixtures: uncooked or cooked by steaming or boiling in water, frozen",1.0,Raw/Primary,5,Final Good,3.31,0.976,0.146808,0.200272,0.15967,0.183063,0.310187
07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",071110,"Vegetables: onions, provisionally preserved by sulphur dioxide gas, but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.107,0.994,0.192281,0.184915,0.198772,0.172023,0.252009
07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",071120,"Vegetables: olives, provisionally preserved but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.132,0.991,0.196903,0.175815,0.192342,0.16842,0.266519
07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",071130,"Vegetables: capers, provisionally preserved but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.077,0.994,0.194267,0.190882,0.207201,0.159177,0.248472
07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",071140,"Vegetables: cucumbers and gherkins, provisionally preserved but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.12,0.993,0.196265,0.179051,0.191719,0.174221,0.258743
07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",071190,"Vegetables and mixed vegetables: n.e.s. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption",1.0,Raw/Primary,1,Raw/Primary,2.848,0.995,0.226011,0.224033,0.186822,0.202397,0.160736
07,Vegetables and certain roots and tubers; edible,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",071210,"Vegetables: potatoes, whether or not cut or sliced but not further prepared, dried",1.0,Raw/Primary,5,Final Good,3.346,0.962,0.186646,0.149974,0.139246,0.179496,0.344638
07,Vegetables and certain roots and tubers; edible,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",071220,"Vegetables: onions, whole, cut, sliced, broken or in powder but not further prepared, dried",1.0,Raw/Primary,5,Final Good,3.359,0.948,0.197537,0.139801,0.137097,0.156876,0.368688
07,Vegetables and certain roots and tubers; edible,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",071230,"Vegetables: mushrooms and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",1.0,Raw/Primary,5,Final Good,3.225,0.932,0.257814,0.127752,0.107368,0.145613,0.361453
07,Vegetables and certain roots and tubers; edible,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",071290,"Vegetables: mixtures of vegetables n.e.s. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried",1.0,Raw/Primary,5,Final Good,3.131,0.953,0.248492,0.170453,0.112772,0.138442,0.329842
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071310,"Vegetables, leguminous: peas (pisum sativum), shelled, whether or not skinned or split, dried",1.0,Raw/Primary,5,Final Good,3.27,0.968,0.183081,0.186875,0.137927,0.161569,0.330548
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071320,"Vegetables, leguminous: chickpeas (garbanzos), shelled, whether or not skinned or split, dried",1.0,Raw/Primary,5,Final Good,3.287,0.972,0.163,0.201671,0.141064,0.174191,0.320074
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071331,"Vegetables, leguminous: beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, dried, shelled, whether or not skinned or split",1.0,Raw/Primary,5,Final Good,3.265,0.971,0.172776,0.194447,0.152623,0.155786,0.324368
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071332,"Vegetables, leguminous: small red (adzuki) beans (phaseolus or vigna angularis), shelled, dried, whether or not skinned or split",1.0,Raw/Primary,5,Final Good,3.428,0.944,0.170355,0.146712,0.151369,0.147286,0.384277
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071333,"Vegetables, leguminous: kidney beans, including white pea beans (phaseolus vulgaris), dried, shelled, whether or not skinned or split",1.0,Raw/Primary,5,Final Good,3.246,0.974,0.191067,0.172446,0.156708,0.159176,0.320603
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071339,"Vegetables, leguminous: n.e.s. in item no. 0713.30, dried, shelled, whether or not skinned or split",1.0,Raw/Primary,5,Final Good,3.364,0.96,0.160416,0.182131,0.141844,0.164542,0.351067
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071340,"Vegetables, leguminous: lentils, shelled, whether or not skinned or split, dried",1.0,Raw/Primary,5,Final Good,3.241,0.974,0.168139,0.21338,0.1375,0.171121,0.30986
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071350,"Vegetables, leguminous: broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), dried, shelled, whether or not skinned or split",1.0,Raw/Primary,5,Final Good,3.414,0.95,0.167145,0.141993,0.171947,0.147361,0.371553
07,Vegetables and certain roots and tubers; edible,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",071390,"Vegetables, leguminous: n.e.s. in heading no. 0713, shelled, whether or not skinned or split, dried",1.0,Raw/Primary,5,Final Good,3.31,0.965,0.162341,0.198517,0.144672,0.156122,0.338348
07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",071410,"Vegetable roots and tubers: manioc (cassava), with high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried",1.0,Raw/Primary,5,Final Good,3.05,0.984,0.228834,0.188234,0.161162,0.147891,0.273879
07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",071420,"Vegetable roots and tubers: sweet potatoes, with high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried",1.0,Raw/Primary,5,Final Good,3.153,0.987,0.205379,0.172441,0.167626,0.173285,0.281269
07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",071490,"Vegetable roots and tubers: arrowroot, salep, Jerusalem artichokes and similar roots and tubers, high starch or inulin content, whether or not sliced or in the form of pellets, fresh or dried: sago pith",1.0,Raw/Primary,5,Final Good,3.151,0.986,0.203387,0.157934,0.199453,0.162313,0.276913
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",080110,"Nuts, edible: coconuts, fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.236,0.979,0.181627,0.178463,0.171291,0.159661,0.308959
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",080120,"Nuts, edible: Brazil nuts, fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.2,0.981,0.184857,0.192408,0.160293,0.162976,0.299466
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",080130,"Nuts, edible: cashew nuts, fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.203,0.981,0.176616,0.204279,0.155407,0.167054,0.296644
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080211,"Nuts, edible: almonds, fresh or dried, in shell",1.0,Raw/Primary,5,Final Good,3.215,0.979,0.183333,0.198037,0.141255,0.175109,0.302266
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080212,"Nuts, edible: almonds, fresh or dried, shelled",1.0,Raw/Primary,5,Final Good,3.2,0.977,0.182644,0.207165,0.140312,0.167276,0.302603
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080221,"Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, in shell",1.0,Raw/Primary,5,Final Good,3.204,0.978,0.19796,0.177104,0.153871,0.164757,0.306308
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080222,"Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or dried, shelled",1.0,Raw/Primary,5,Final Good,3.154,0.984,0.197185,0.188891,0.167349,0.156291,0.290284
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080231,"Nuts, edible: walnuts, fresh or dried, in shell",1.0,Raw/Primary,5,Final Good,3.197,0.981,0.189829,0.192631,0.143992,0.177807,0.295741
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080232,"Nuts, edible: walnuts, fresh or dried, shelled",1.0,Raw/Primary,5,Final Good,3.184,0.98,0.18734,0.204351,0.141274,0.170575,0.296459
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080240,"Nuts, edible: chestnuts (castanea spp.), fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.22,0.976,0.203395,0.151742,0.17568,0.159647,0.309536
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080250,"Nuts, edible: pistachios, fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.192,0.976,0.20025,0.183044,0.150127,0.157332,0.309247
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",080290,"Nuts, edible: n.e.s. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",1.0,Raw/Primary,5,Final Good,3.1,0.976,0.232883,0.153326,0.185671,0.137441,0.290678
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0803,"Bananas, including plantains; fresh or dried",080300,"Fruit, edible: bananas, (including plantains), fresh or dried",1.0,Raw/Primary,5,Final Good,3.168,0.99,0.179815,0.200012,0.155011,0.202765,0.262397
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",080410,"Fruit, edible: dates, fresh or dried",1.0,Raw/Primary,5,Final Good,3.128,0.987,0.187789,0.216144,0.13526,0.201863,0.258944
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",080420,"Fruit, edible: figs, fresh or dried",1.0,Raw/Primary,5,Final Good,3.154,0.986,0.180507,0.215406,0.136254,0.204941,0.262892
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",080430,"Fruit, edible: pineapples, fresh or dried",1.0,Raw/Primary,5,Final Good,3.195,0.986,0.168031,0.211376,0.142327,0.213659,0.264607
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",080440,"Fruit, edible: avocados, fresh or dried",1.0,Raw/Primary,5,Final Good,3.173,0.986,0.181305,0.207259,0.138199,0.203449,0.269789
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",080450,"Fruit, edible: guavas, mangoes and mangosteens, fresh or dried",1.0,Raw/Primary,5,Final Good,3.165,0.988,0.181688,0.206685,0.143307,0.20111,0.26721
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,080510,"Fruit, edible: oranges, fresh or dried",1.0,Raw/Primary,5,Final Good,3.14,0.987,0.182771,0.217682,0.133979,0.208323,0.257245
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,080520,"Fruit, edible: mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried",1.0,Raw/Primary,5,Final Good,3.316,0.979,0.158844,0.156994,0.199235,0.179643,0.305284
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,080530,"Fruit, edible: lemons (citrus limon, citrus limonum), limes (citrus aurantifolia)",1.0,Raw/Primary,5,Final Good,3.229,0.984,0.175816,0.18282,0.171911,0.175302,0.29415
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,080540,"Fruit, edible: grapefruit, fresh or dried",1.0,Raw/Primary,5,Final Good,3.168,0.985,0.18162,0.210683,0.131713,0.209656,0.266328
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,080590,"Fruit, edible: citrus fruit n.e.s. in heading no. 0805, fresh or dried",1.0,Raw/Primary,5,Final Good,3.171,0.992,0.178518,0.19359,0.164298,0.205874,0.25772
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,080610,"Fruit, edible: grapes, fresh",1.0,Raw/Primary,5,Final Good,3.152,0.982,0.183625,0.218914,0.122201,0.211971,0.263288
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,080620,"Fruit, edible: grapes, dried",1.0,Raw/Primary,5,Final Good,3.214,0.98,0.171159,0.211766,0.126946,0.211766,0.278362
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,080710,"Fruit, edible: melons (including watermelons), fresh",1.0,Raw/Primary,5,Final Good,3.081,0.989,0.19953,0.21323,0.133827,0.213438,0.239975
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,080720,"Fruit, edible: papaws (papayas), fresh",1.0,Raw/Primary,5,Final Good,3.13,0.986,0.200482,0.198922,0.132511,0.205839,0.262246
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",080810,"Fruit, edible: apples, fresh",1.0,Raw/Primary,5,Final Good,3.081,0.987,0.195924,0.222663,0.125759,0.215602,0.240052
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",080820,"Fruit, edible: pears and quinces, fresh",1.0,Raw/Primary,5,Final Good,3.134,0.985,0.193444,0.209162,0.12736,0.209981,0.260053
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",080910,"Fruit, edible: apricots, fresh",1.0,Raw/Primary,5,Final Good,3.126,0.985,0.190142,0.21588,0.126662,0.212948,0.254369
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",080920,"Fruit, edible: cherries, fresh",1.0,Raw/Primary,5,Final Good,3.121,0.986,0.190873,0.215233,0.127273,0.215233,0.251388
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",080930,"Fruit, edible: peaches including nectarines, fresh",1.0,Raw/Primary,5,Final Good,3.167,0.987,0.178875,0.208717,0.140263,0.210354,0.26179
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",080940,"Fruit, edible: plums and sloes, fresh",1.0,Raw/Primary,5,Final Good,3.156,0.98,0.19591,0.206115,0.116983,0.207935,0.273058
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0810,"Fruit, fresh; n.e.c. in chapter 08",081010,"Fruit, edible: strawberries, fresh",1.0,Raw/Primary,5,Final Good,3.125,0.984,0.187049,0.221692,0.123873,0.214452,0.252933
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0810,"Fruit, fresh; n.e.c. in chapter 08",081020,"Fruit, edible: raspberries, blackberries, mulberries and loganberries, fresh",1.0,Raw/Primary,5,Final Good,3.135,0.983,0.194389,0.210595,0.121053,0.213912,0.260051
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0810,"Fruit, fresh; n.e.c. in chapter 08",081030,"Fruit, edible: black, white or red currants and gooseberries, fresh",1.0,Raw/Primary,5,Final Good,3.209,0.983,0.18139,0.194603,0.135722,0.209801,0.278484
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0810,"Fruit, fresh; n.e.c. in chapter 08",081040,"Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh",1.0,Raw/Primary,5,Final Good,3.22,0.982,0.185698,0.184974,0.147475,0.187704,0.294149
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0810,"Fruit, fresh; n.e.c. in chapter 08",081090,"Fruit, edible: fruits n.e.s. in heading no. 0801 to 0810, fresh",1.0,Raw/Primary,5,Final Good,3.131,0.989,0.198158,0.195086,0.143007,0.205048,0.2587
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0811,"Fruit and nuts; uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",081110,"Fruit, edible: strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",1.0,Raw/Primary,5,Final Good,3.396,0.956,0.184113,0.114766,0.172958,0.177753,0.35041
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0811,"Fruit and nuts; uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",081120,"Fruit, edible: raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter",1.0,Raw/Primary,5,Final Good,3.332,0.973,0.173745,0.136908,0.19045,0.181197,0.3177
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0811,"Fruit and nuts; uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",081190,"Fruit, edible: fruit and nuts n.e.s. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter",1.0,Raw/Primary,5,Final Good,3.128,0.969,0.243273,0.122325,0.192257,0.146977,0.295168
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0812,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption",081210,"Fruit, edible: cherries, provisionally preserved, but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.173,0.987,0.203025,0.158735,0.178122,0.182346,0.277773
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0812,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption",081220,"Fruit, edible: strawberries, provisionally preserved, but unsuitable in that state for immediate consumption",1.0,Raw/Primary,5,Final Good,3.197,0.989,0.187442,0.171001,0.177466,0.184897,0.279194
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0812,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption",081290,"Fruit, edible: fruit and nuts n.e.s. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption",1.0,Raw/Primary,3,Component/Part,3.043,0.996,0.176627,0.192477,0.242365,0.188386,0.200145
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0813,"Fruit, dried, other than that of heading no. 0801 to 0806; mixtures of nuts or dried fruits of this chapter",081310,"Fruit, edible: apricots, dried",1.0,Raw/Primary,5,Final Good,3.199,0.983,0.179595,0.204304,0.132943,0.203906,0.279251
08,"Fruit and nuts, edible; peel of citrus fruit or melons",0813,"Fruit, dried, other than that of heading no. 0801 to 0806; mixtures of nuts or dried fruits of this chapter",081320,"Fruit, edible: prunes, dried",1.0,Raw/Primary,5,Final Good,3.179,0.984,0.182068,0.206713,0.130882,0.210996,0.269341
