subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree
731100,"Containers for compressed or liquefied gas, of iron or steel",73,"Containers for compressed or liquefied gas, of iron or steel",Iron or steel articles,7311,D4,3.0,Fabricated Material,0.02105174958705902,0.47850707173347473,0.042980439960956573,0.387310653924942,0.07015008479356766,2,Primary Processed,0.6978,False
732620,Iron or steel: wire articles,73,"Iron or steel; articles, n.e.c. in chapter 73",Iron or steel articles,7326,D4,3.0,Fabricated Material,0.009881529439863587,0.6636799852043384,0.039281138933870245,0.27051682413859024,0.016640522283337546,2,Primary Processed,0.5385,False
732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",73,"Iron or steel; articles, n.e.c. in chapter 73",Iron or steel articles,7326,D4,3.0,Fabricated Material,0.06387847209836926,0.11062179467896335,0.056873917279375984,0.6173584620289103,0.1512673539143811,4,Manufactured Component,0.7243,False
730240,"Iron or steel, railway or tramway track construction material: fish-plates and sole plates",73,"Railway or tramway track constructions of iron or steel; rails, check and track rails, switch blades, crossing frogs, point rods, sleepers, fish-plates, chair wedges, sole plates, bedplates, ties and the like",Iron or steel articles,7302,D4,3.0,Fabricated Material,0.016056125579853177,0.31321176098965336,0.014471121699809762,0.6166055643480735,0.039655427382610235,4,Manufactured Component,0.57,False
730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",73,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",Iron or steel articles,7306,D4,3.0,Fabricated Material,0.011513921142671378,0.16446308378083327,0.11234391198187543,0.6836181111096507,0.028060971984969225,4,Manufactured Component,0.5929,False
732182,"Domestic appliances: non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",73,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron or steel articles,7321,D4,3.0,Fabricated Material,0.02745932162451413,0.45615470657847607,0.04354420612506537,0.3892945922784405,0.08354717339350393,2,Primary Processed,0.7257,False
730792,"Iron or steel: tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",73,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",Iron or steel articles,7307,D4,3.0,Fabricated Material,0.020220249983758203,0.46707637989411155,0.02479300058396342,0.4534141620426148,0.03449620749555202,2,Primary Processed,0.6219,False
732020,Iron or steel: helical springs and leaves for springs,73,"Springs and leaves for springs, of iron or steel",Iron or steel articles,7320,D4,3.0,Fabricated Material,0.01649240141304203,0.5067872765107417,0.01701068426432627,0.4231494766124768,0.03656016119941318,2,Primary Processed,0.6004,False
730490,"Iron or steel (excluding cast iron): seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.013310811618733152,0.33255750281562335,0.23563386741277997,0.3938512246425855,0.02464659351027806,4,Manufactured Component,0.7596,False
731590,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",73,"Chain and parts thereof, of iron or steel",Iron or steel articles,7315,D4,3.0,Fabricated Material,0.027250454931041553,0.625523072885636,0.040299634254547745,0.2656111643013219,0.04131567362745273,2,Primary Processed,0.6243,False
730423,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.017771697475212962,0.32660193284738465,0.04105116182260741,0.573962177398075,0.04061303045671997,4,Manufactured Component,0.6319,False
732181,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",73,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron or steel articles,7321,D4,3.0,Fabricated Material,0.03696791813907058,0.27845048800688055,0.056315813003794055,0.5626586654683252,0.06560711538192959,4,Manufactured Component,0.7097,False
730424,"Steel, stainless: seamless, casing and tubing, of a kind used in drilling for oil or gas",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.027731593856322397,0.4713576742358445,0.1911096306394454,0.254771634177372,0.0550294670910157,2,Primary Processed,0.7942,False
732410,"Steel: sinks and wash basins, of stainless steel",73,"Sanitary ware and parts thereof, of iron or steel",Iron or steel articles,7324,D4,3.0,Fabricated Material,0.02177348162282204,0.5568100063928035,0.022377900708931926,0.3683946427720965,0.030643968503346008,2,Primary Processed,0.6021,False
730810,"Iron or steel: structures and parts thereof, bridges and bridge-sections",73,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",Iron or steel articles,7308,D4,3.0,Fabricated Material,0.015469044360505169,0.435686317631865,0.028527283881638475,0.47578444811077164,0.04453290601521969,4,Manufactured Component,0.6337,False
731600,"Iron or steel: anchors, grapnels and parts thereof",73,"Anchors, grapnels and parts thereof, of iron or steel",Iron or steel articles,7316,D4,3.0,Fabricated Material,0.010245733770360668,0.7173755082060754,0.021520122625155753,0.22161689132357054,0.02924174407483761,2,Primary Processed,0.5002,False
821195,Knives: with handles of base metal,82,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8211,D4,4.0,Manufactured Component,0.017133587364967614,0.39301489392801564,0.020193441987642276,0.5234881454216787,0.04616993129769583,4,Manufactured Component,0.6191,True
821420,Manicure or pedicure sets and instruments: (including nail files),82,"Cutlery; other articles, (e.g. hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives), manicure or pedicure sets and instruments (including nail files)","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8214,D4,4.0,Manufactured Component,0.0107968792510804,0.6327251643753727,0.03342018885531868,0.2706968379886445,0.05236092952958368,2,Primary Processed,0.5966,False
820110,"Tools, hand: spades and shovels",82,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,D4,4.0,Manufactured Component,0.01774904707212976,0.6900888149634825,0.02188422923799818,0.2333071998628527,0.03697070886353691,2,Primary Processed,0.5422,False
820890,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208",82,"Knives and cutting blades, for machines or for mechanical appliances","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8208,D4,4.0,Manufactured Component,0.017024656408892534,0.4433990924108959,0.025388497339052202,0.4693903826860819,0.04479737115507744,4,Manufactured Component,0.6321,True
820190,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201",82,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,D4,4.0,Manufactured Component,0.007387422102140869,0.40755800248400575,0.018278605274165798,0.5157869186792887,0.050989051460398914,4,Manufactured Component,0.6017,True
820760,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching",82,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8207,D4,4.0,Manufactured Component,0.04042141794216444,0.33107664441146006,0.2642307520457189,0.21672288589053856,0.14754829971011804,2,Primary Processed,0.9078,False
820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools",82,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,D4,4.0,Manufactured Component,0.022702685133427793,0.6997265376089484,0.030762913393145352,0.18268353155293013,0.06412433231154827,2,Primary Processed,0.5776,False
820299,"Tools, hand: saw blades n.e.c. in heading no. 8202",82,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless saw blades)","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,D4,4.0,Manufactured Component,0.014451019762011649,0.486277828643203,0.021758405937519792,0.43556714950360104,0.04194559615366451,2,Primary Processed,0.6152,False
820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",82,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8205,D4,4.0,Manufactured Component,0.030678188885423376,0.2188797923755615,0.021988975211813675,0.6158219667646582,0.11263107676254328,4,Manufactured Component,0.6635,True
821520,"Cutlery: sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",82,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8215,D4,4.0,Manufactured Component,0.03340532705348716,0.3618777177157488,0.0339421935515596,0.15890734252871594,0.4118674191504885,5,Assembled/Finished,0.7791,False
821300,"Scissors: tailors' shears, similar shears and blades therefore",82,"Scissors; tailors' shears and similar shears, and blades therefore","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8213,D4,4.0,Manufactured Component,0.015340030019191644,0.3993079263375328,0.01957691930008747,0.5153990046271563,0.0503761197160318,4,Manufactured Component,0.6212,True
740710,"Copper: bars, rods and profiles, of refined copper",74,"Copper; bars, rods and profiles",Copper and articles thereof,7407,D4,2.0,Primary Processed,0.02223158611184667,0.5264204105256467,0.04218097744747268,0.3845800430731472,0.024586982841886706,2,Primary Processed,0.6304,True
741300,"Copper: stranded wire, cables, plaited bands and the like, not electrically insulated",74,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",Copper and articles thereof,7413,D4,2.0,Primary Processed,0.04060576977150946,0.5805242234624691,0.0496346145759408,0.26305846163804714,0.0661769305520335,2,Primary Processed,0.6995,True
741012,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",74,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",Copper and articles thereof,7410,D4,2.0,Primary Processed,0.06521459547403091,0.287741894130746,0.048851418330307705,0.5156083607001536,0.08258373136476183,4,Manufactured Component,0.7651,False
741810,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",74,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",Copper and articles thereof,7418,D4,2.0,Primary Processed,0.018594708293676376,0.3979813754558563,0.03595559671521187,0.4844823181629181,0.06298600137233734,4,Manufactured Component,0.6745,False
740819,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",74,Copper wire,Copper and articles thereof,7408,D4,2.0,Primary Processed,0.011754468346114494,0.34777770223716725,0.04967982060491638,0.5580903416445183,0.0326976671672836,4,Manufactured Component,0.6251,False
741991,"Copper: cast, moulded, stamped or forged, but not further worked",74,Copper; articles thereof n.e.c. in chapter 74,Copper and articles thereof,7419,D4,2.0,Primary Processed,0.026620830816705583,0.06814864620568872,0.02718332546567505,0.7628471638949093,0.11520003361702134,4,Manufactured Component,0.5176,False
740939,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.04148822370517754,0.22149748105177613,0.05071529114355053,0.6281330129831958,0.058165991116300025,4,Manufactured Component,0.6677,False
740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.03506073152940538,0.33865113706314853,0.03591862867378508,0.5414863491033112,0.04888315363034978,4,Manufactured Component,0.6731,False
741022,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",74,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",Copper and articles thereof,7410,D4,2.0,Primary Processed,0.0278534855081158,0.27370781012297957,0.14770172701442683,0.44212544458499675,0.10861153276948109,4,Manufactured Component,0.8319,False
810830,Titanium: waste and scrap,81,"Titanium; articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8108,D4,2.0,Primary Processed,0.019608115375646603,0.4239910858862911,0.04166326237196195,0.45487052611042006,0.05986701025568025,4,Manufactured Component,0.6836,False
811222,Chromium: waste and scrap,81,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8112,D4,2.0,Primary Processed,0.016064690276377924,0.5141321968833711,0.035859599375542256,0.37898155693913294,0.05496195652557578,2,Primary Processed,0.6555,True
810820,"Titanium: unwrought, powders",81,"Titanium; articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8108,D4,2.0,Primary Processed,0.08613728667693371,0.42751097360617685,0.04528140987991236,0.3229794776217678,0.11809085221520921,2,Primary Processed,0.8276,True
811252,Thallium: waste and scrap,81,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8112,D4,2.0,Primary Processed,0.017042728744096767,0.5815133062168077,0.039223061399977964,0.2921052082441728,0.07011569539494479,2,Primary Processed,0.6571,True
810730,Cadmium: waste and scrap,81,,"Metals; n.e.c., cermets and articles thereof",8107,D4,2.0,Primary Processed,0.014193495742732843,0.5440967442755297,0.05141001162129531,0.32010369629353513,0.070196052066907,2,Primary Processed,0.6805,True
811213,Beryllium: waste and scrap,81,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8112,D4,2.0,Primary Processed,0.020284054147246728,0.5438388314151067,0.03306184533607038,0.3312555152926156,0.07155975380896054,2,Primary Processed,0.6696,True
810330,Tantalum: waste and scrap,81,"Tantalum; articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8103,D4,2.0,Primary Processed,0.025945837016442527,0.44102901795358046,0.052234367217199075,0.3560660527878671,0.12472472502491079,2,Primary Processed,0.7688,True
810520,"Cobalt: mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders",81,"Cobalt; mattes and other intermediate products of cobalt metallurgy, cobalt and articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8105,D4,2.0,Primary Processed,0.056189329269369384,0.11478790811878306,0.22748311202947963,0.22251597378426752,0.37902367679810045,5,Assembled/Finished,0.9004,False
810199,Tungsten (wolfram): articles n.e.c. in heading no. 8101,81,"Tungsten (wolfram); articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8101,D4,2.0,Primary Processed,0.029831880285644694,0.4818712706279997,0.040603509276530225,0.3939973008705859,0.05369603893923948,2,Primary Processed,0.6901,True
