annotator,batch_type,subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree,label,stage_name,flagged,confidence,note
Olivia,private,844110,"Machines: cutting, of all kinds, for making up paper pulp, paper or paperboard",84,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441,D5,4.0,Manufactured Component,0.0610626563429832,0.4455637335777282,0.070246048271656,0.0740132927894592,0.3491142690181732,2,Primary Processed,0.7938,False,,,,,
Olivia,private,900630,"Cameras, photographic (excluding cinematographic): specially designed for underwater use, aerial survey, medical or surgical examination of internal organs: comparison cameras for forensic or criminological use",90,"Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9006,D5,4.0,Manufactured Component,0.0379152805389731,0.1262313825550905,0.1491419766417899,0.134202072985393,0.5525092872787533,5,Assembled/Finished,0.7869,False,,,,,
Olivia,private,900640,"Cameras, photographic (excluding cinematographic): instant print cameras",90,"Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9006,D5,4.0,Manufactured Component,0.081668662627419,0.1330104987019003,0.1799623560927894,0.0412534823266576,0.5641050002512336,5,Assembled/Finished,0.768,False,,,,,
Olivia,private,720441,"Ferrous waste and scrap: turnings, shavings, chips, milling waste, sawdust, fillings, trimmings and stampings, whether or not in bundles",72,Ferrous waste and scrap; remelting scrap ingots of iron or steel,Iron and steel,7204,D4,2.0,Primary Processed,0.2240540105144687,0.1236428039999905,0.0434926333645458,0.550934236566293,0.0578763155547019,4,Manufactured Component,0.7601,False,,,,,
Olivia,private,843039,Coal or rock cutters and tunnelling machinery: not self-propelled,84,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8430,D5,4.0,Manufactured Component,0.1297436334794523,0.1396794593760461,0.5597551967244655,0.1545115832414399,0.016310127178596,3,Fabricated Material,0.7583,False,,,,,
Olivia,private,731824,Iron or steel: non-threaded cotters and cotter-pins,73,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",Iron or steel articles,7318,D4,3.0,Fabricated Material,0.1093359114030324,0.2003801263769683,0.0673303363050805,0.5737963169195719,0.0491573089953468,4,Manufactured Component,0.7534,False,,,,,
Olivia,private,722240,"Steel, stainless: angles, shapes and sections",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.0745339313556706,0.1646542685877213,0.0704044321894315,0.6078779056081332,0.0825294622590432,4,Manufactured Component,0.7368,False,,,,,
Olivia,private,851020,Hair clippers: with a self-contained electric motor,85,"Shavers, hair clippers and hair removing appliances, with self-contained electric motor","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8510,D5,4.0,Manufactured Component,0.1031594723463058,0.1385768353939056,0.0683864876627922,0.0625250861048698,0.6273521184921265,5,Assembled/Finished,0.7192,False,,,,,
Olivia,private,846390,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463",84,"Machine-tools; n.e.c. for working metal, sintered metal carbides or cermets without removing material","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8463,D5,4.0,Manufactured Component,0.0538463868487244,0.3224778639254849,0.0485081950813899,0.0434325133347599,0.5317350408096408,5,Assembled/Finished,0.709,False,,,,,
Olivia,private,800700,Tin: articles n.e.c. in chapter 80,80,Tin; articles n.e.c. in chapter 80,Tin; articles thereof,8007,D4,2.0,Primary Processed,0.0631650020417943,0.2032286837937584,0.0464565533880632,0.6182931707672266,0.0688565900091572,4,Manufactured Component,0.6974,False,,,,,
Olivia,private,761290,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",76,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",Aluminium and articles thereof,7612,D4,3.0,Fabricated Material,0.0181878762493416,0.2038525342014596,0.0885035310902404,0.6420922745794034,0.0473637838795549,4,Manufactured Component,0.6466,False,,,,,
Olivia,private,890110,"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons, ferry boats of all kinds",89,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods","Ships, boats and floating structures",8901,D5,5.0,Assembled/Finished,0.0376717544556062,0.0808437507998896,0.1066726327933409,0.0761380462440903,0.6986738157070728,5,Assembled/Finished,0.6289,True,,,,,
Olivia,private,820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers",82,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8205,D4,4.0,Manufactured Component,0.058887843046685,0.0512921954392169,0.1103112692955567,0.7049423306585089,0.0745663615600323,4,Manufactured Component,0.6228,True,,,,,
Olivia,private,820299,"Tools, hand: saw blades n.e.c. in heading no. 8202",82,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless saw blades)","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,D4,4.0,Manufactured Component,0.0491147337514358,0.0996919941168576,0.0603830774859224,0.711145338747109,0.0796648558986751,4,Manufactured Component,0.6159,True,,,,,
Olivia,private,741991,"Copper: cast, moulded, stamped or forged, but not further worked",74,Copper; articles thereof n.e.c. in chapter 74,Copper and articles thereof,7419,D4,2.0,Primary Processed,0.4180917449632506,0.0304385405600788,0.0096752196730584,0.5072281370074081,0.034566357796204,4,Manufactured Component,0.6067,False,,,,,
Olivia,private,780191,"Lead: unwrought, unrefined, containing by weight antimony as the principal other element",78,Lead; unwrought,Lead and articles thereof,7801,D4,2.0,Primary Processed,0.2919157981666293,0.0357164435221238,0.0266100106896644,0.6173285715456786,0.0284291760759038,4,Manufactured Component,0.6051,False,,,,,
Olivia,private,740939,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.0588033666073272,0.1098375138688828,0.0348293212107026,0.7496759668089161,0.0468538315041711,4,Manufactured Component,0.5502,False,,,,,
Olivia,private,920110,"Musical instruments: pianos, upright, including automatic pianos",92,"Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments",Musical instruments; parts and accessories of such articles,9201,D5,5.0,Assembled/Finished,0.0439057888055514,0.1033135765535226,0.037994095608372,0.0532654692704032,0.7615210697621506,5,Assembled/Finished,0.5341,True,,,,,
Olivia,private,845121,Drying machines: of a dry linen capacity not exceeding 10kg,84,"Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8451,D5,4.0,Manufactured Component,0.0227624699897365,0.7355539812437333,0.0370589756165798,0.0252503846311017,0.1793741885188486,2,Primary Processed,0.519,False,,,,,
Olivia,private,740819,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",74,Copper wire,Copper and articles thereof,7408,D4,2.0,Primary Processed,0.0180781726467541,0.0257704463816078,0.04798143747442,0.7682274608620534,0.1399424826351645,4,Manufactured Component,0.491,False,,,,,
Olivia,private,821195,Knives: with handles of base metal,82,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8211,D4,4.0,Manufactured Component,0.0593682354202472,0.0352641962919154,0.0434750971264166,0.7980364830106448,0.0638559881507759,4,Manufactured Component,0.4832,True,,,,,
Olivia,private,732020,Iron or steel: helical springs and leaves for springs,73,"Springs and leaves for springs, of iron or steel",Iron or steel articles,7320,D4,3.0,Fabricated Material,0.0520025518835921,0.0322713160954357,0.0653822232609656,0.8134933538321665,0.0368505549278399,4,Manufactured Component,0.4551,False,,,,,
Olivia,private,721730,"Iron or non-alloy steel: wire, plated or coated with base metals (other than zinc)",72,Wire of iron or non-alloy steel,Iron and steel,7217,D4,2.0,Primary Processed,0.046183153900908,0.0213604624916604,0.0534197314578672,0.83653598868002,0.0425006634695443,4,Manufactured Component,0.4127,False,,,,,
Olivia,private,730423,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",73,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron or steel articles,7304,D4,3.0,Fabricated Material,0.0193001034032565,0.0310815017418731,0.034112610304124,0.8506441211399897,0.0648616634107567,4,Manufactured Component,0.3817,False,,,,,
Olivia,private,730792,"Iron or steel: tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",73,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",Iron or steel articles,7307,D4,3.0,Fabricated Material,0.0253382707832588,0.036924930914028,0.0366993720445992,0.8746009771845907,0.0264364490735231,4,Manufactured Component,0.3414,False,,,,,
Olivia,private,722211,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.0124338386484266,0.0458467476880711,0.031737795986843,0.877092274889308,0.0328893427873511,4,Manufactured Component,0.331,False,,,,,
Olivia,private,721691,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products",72,"Iron or non-alloy steel, angles, shapes and sections",Iron and steel,7216,D4,2.0,Primary Processed,0.0096431785589125,0.0184752943540496,0.0196666887731604,0.920863163556982,0.0313516747568952,4,Manufactured Component,0.2363,False,,,,,
Olivia,private,845490,"Machines: parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",84,"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8454,D5,4.0,Manufactured Component,0.0152257989034541,0.9282572942828408,0.02711234090222,0.0225992469527248,0.0068053189587601,2,Primary Processed,0.2176,False,,,,,
Olivia,private,721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm",72,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, not clad, plated or coated",Iron and steel,7211,D4,2.0,Primary Processed,0.0094174980353213,0.0138652946451596,0.0175913581322177,0.9389632825208648,0.0201625666664365,4,Manufactured Component,0.194,False,,,,,
