annotator,batch_type,subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree,label,stage_name,flagged,confidence,note
Michelle,private,902129,Dental fittings: other than artificial teeth,90,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9021,D5,4.0,Manufactured Component,0.0674181784808633,0.2620638525687335,0.1289006726287856,0.0501830097437881,0.4914342865778293,5,Assembled/Finished,0.8053,False,,,,,
Michelle,private,820760,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching",82,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8207,D4,4.0,Manufactured Component,0.0335966584681219,0.3090660687188085,0.1369514963385275,0.0693314548332786,0.4510543216412634,5,Assembled/Finished,0.8036,False,,,,,
Michelle,private,845510,Metal-rolling mills: tube mills,84,Metal-rolling mills and rolls therefor,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8455,D5,4.0,Manufactured Component,0.0687168695261724,0.5263010918308172,0.129121319902554,0.0531418515720425,0.2227188671684138,2,Primary Processed,0.7932,False,,,,,
Michelle,private,851850,Amplifier sets: electric sound,85,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,D5,4.0,Manufactured Component,0.0485703916953949,0.3268894912095645,0.0722097246387922,0.0773652284846683,0.4749651639715799,5,Assembled/Finished,0.779,False,,,,,
Michelle,private,850440,Electrical static converters,85,"Electric transformers, static converters (e.g. rectifiers) and inductors","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,D5,4.0,Manufactured Component,0.043540534929649,0.521624401856196,0.1450760854803349,0.0525348090390804,0.2372241686947396,2,Primary Processed,0.778,False,,,,,
Michelle,private,845620,"Machine-tools: for working any material by removal of material, operated by ultrasonic processes",84,"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8456,D5,4.0,Manufactured Component,0.1317575104798793,0.1810640811369256,0.0304917110606554,0.0967860056626162,0.5599006916599232,5,Assembled/Finished,0.7665,False,,,,,
Michelle,private,720293,Ferro-alloys: ferro-niobium,72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.0663762827757554,0.0908837826418312,0.0628255670841698,0.5968496114485023,0.1830647560497409,4,Manufactured Component,0.7398,False,,,,,
Michelle,private,843242,"Spreaders and distributors: for manure and fertilizers, for agricultural, horticultural or forestry use: fertiliser distributors",84,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8432,D5,4.0,Manufactured Component,0.1167897299258561,0.5648449136948481,0.0671881446061972,0.0277545176339924,0.2234226941391059,2,Primary Processed,0.7389,False,,,,,
Michelle,private,843590,"Presses, crushers and similar machinery: parts, used in the manufacture of wine, cider, fruit juices or similar beverages",84,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8435,D5,4.0,Manufactured Component,0.1029237738042535,0.6040257845298896,0.1998960833990727,0.063038915747994,0.0301154425187899,2,Primary Processed,0.7084,False,,,,,
Michelle,private,841480,"Pumps and compressors: for air, vacuum or gas, n.e.c. in heading no. 8414",84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.0607916544613735,0.232638231892533,0.0689992254674203,0.043005300104776,0.594565588073897,5,Assembled/Finished,0.7073,False,,,,,
Michelle,private,854520,"Carbon brushes: with or without metal, used for electrical purposes",85,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon; with or without metal, of a kind used for electrical purposes","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8545,D5,4.0,Manufactured Component,0.0879372076678501,0.6158821697511183,0.0543492521038139,0.0419351354601818,0.1998962350170358,2,Primary Processed,0.6993,False,,,,,
Michelle,private,720270,Ferro-alloys: ferro-molybdenum,72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.0675976156564165,0.084443921148812,0.0629401909823587,0.6483597320673049,0.1366585401451076,4,Manufactured Component,0.6945,False,,,,,
Michelle,private,851640,Smoothing irons: electric,85,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,D5,4.0,Manufactured Component,0.0420938831021741,0.6070094546337941,0.0565830305364682,0.0361641934024194,0.2581494383251441,2,Primary Processed,0.6639,False,,,,,
Michelle,private,810199,Tungsten (wolfram): articles n.e.c. in heading no. 8101,81,"Tungsten (wolfram); articles thereof, including waste and scrap","Metals; n.e.c., cermets and articles thereof",8101,D4,2.0,Primary Processed,0.0708973255326185,0.1437097629925683,0.027962880861368,0.6698735216212687,0.0875565089921764,4,Manufactured Component,0.6512,False,,,,,
Michelle,private,720529,"Iron or steel, pig iron, spiegeleisen: powders (excluding alloy steel)",72,"Granules and powders, of pig iron, spiegeleisen, iron or steel",Iron and steel,7205,D4,2.0,Primary Processed,0.1042256492649132,0.0665588594985135,0.0514990271832902,0.7162286559168772,0.0614878081364057,4,Manufactured Component,0.6085,False,,,,,
Michelle,private,732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",73,"Iron or steel; articles, n.e.c. in chapter 73",Iron or steel articles,7326,D4,3.0,Fabricated Material,0.3132937342972548,0.0351175377970968,0.0084739991116281,0.6177346884736562,0.025380040320364,4,Manufactured Component,0.5669,False,,,,,
Michelle,private,732182,"Domestic appliances: non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",73,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron or steel articles,7321,D4,3.0,Fabricated Material,0.0439031357081483,0.0599300450875954,0.0721332757686611,0.7475315455047925,0.0765019979308025,4,Manufactured Component,0.5652,False,,,,,
Michelle,private,730810,"Iron or steel: structures and parts thereof, bridges and bridge-sections",73,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",Iron or steel articles,7308,D4,3.0,Fabricated Material,0.0438805366618871,0.1141907932513491,0.0573841289723203,0.744246176508298,0.0402983646061454,4,Manufactured Component,0.5581,False,,,,,
Michelle,private,851822,"Loudspeakers: multiple, mounted in the same enclosure",85,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,D5,4.0,Manufactured Component,0.047151164486571,0.1343394894869891,0.045110342534092,0.032896863443568,0.7405021400487797,5,Assembled/Finished,0.5519,False,,,,,
Michelle,private,741300,"Copper: stranded wire, cables, plaited bands and the like, not electrically insulated",74,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",Copper and articles thereof,7413,D4,2.0,Primary Processed,0.0367422655147222,0.1574107823306348,0.0487101850364133,0.7382360545534704,0.0189007125647592,4,Manufactured Component,0.5335,False,,,,,
Michelle,private,731590,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",73,"Chain and parts thereof, of iron or steel",Iron or steel articles,7315,D4,3.0,Fabricated Material,0.0434867880588995,0.0801893681252493,0.0399023100751953,0.7773356292893061,0.0590859044513496,4,Manufactured Component,0.5158,False,,,,,
Michelle,private,844630,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttleless type",84,Weaving machines (looms),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8446,D5,4.0,Manufactured Component,0.0347053593594381,0.0344319863824844,0.0948659252566623,0.0483378021108441,0.7876589268905709,5,Assembled/Finished,0.4912,False,,,,,
Michelle,private,740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",74,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",Copper and articles thereof,7409,D4,2.0,Primary Processed,0.0697185300080873,0.0534000846296611,0.0220070181047184,0.824899556107786,0.029974811149747,4,Manufactured Component,0.4288,False,,,,,
Michelle,private,722219,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",72,"Stainless steel bars and rods, angles, shapes and sections",Iron and steel,7222,D4,2.0,Primary Processed,0.011517589976178,0.0840102587864376,0.041182514510206,0.8252962277753068,0.0379934089518715,4,Manufactured Component,0.4185,False,,,,,
Michelle,private,720390,"Ferrous products: spongy ferrous products and iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms",72,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",Iron and steel,7203,D4,2.0,Primary Processed,0.0286449037521015,0.0321245615829076,0.0344681939554066,0.8408964009188571,0.063865939790727,4,Manufactured Component,0.4037,False,,,,,
Michelle,private,721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys",72,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated",Iron and steel,7210,D4,2.0,Primary Processed,0.0190360522166997,0.0326329386057442,0.0445707651440771,0.8500441671336768,0.053716076899802,4,Manufactured Component,0.3858,False,,,,,
Michelle,private,720249,"Ferro-alloys: ferro-chromium, containing by weight 4% or less of carbon",72,Ferro-alloys,Iron and steel,7202,D4,2.0,Primary Processed,0.0175775590832821,0.0175961687713147,0.0254287631330781,0.8362969911898858,0.1031005178224391,4,Manufactured Component,0.3848,False,,,,,
Michelle,private,847432,Machines: for mixing mineral substances with bitumen,84,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8474,D5,4.0,Manufactured Component,0.0187172396705839,0.8617367939214784,0.0137485371088358,0.0166944723252918,0.0891029569738098,2,Primary Processed,0.3389,False,,,,,
Michelle,private,831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",83,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",Metal; miscellaneous products of base metal,8311,D4,4.0,Manufactured Component,0.0155292561203167,0.0250047252282882,0.0351293997760856,0.887819987981412,0.0365166308938974,4,Manufactured Component,0.3113,True,,,,,
Michelle,private,721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)",72,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, clad, plated or coated",Iron and steel,7212,D4,2.0,Primary Processed,0.0259106187489114,0.0139157646863074,0.0268965950942261,0.9119631987796424,0.0213138226909124,4,Manufactured Component,0.2594,False,,,,,
Michelle,private,720838,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm",72,"Iron or non-alloy steel; flat-rolled products of a width of 600mm or more, hot-rolled, not clad, plated or coated",Iron and steel,7208,D4,2.0,Primary Processed,0.0066107664780159,0.0170000634836073,0.0127730871376982,0.9372791058125516,0.0263369770881267,4,Manufactured Component,0.1955,False,,,,,
Michelle,private,730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",73,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",Iron or steel articles,7306,D4,3.0,Fabricated Material,0.0079887133580548,0.0101308697455629,0.0162565608442198,0.9579022734717012,0.0077215825804613,4,Manufactured Component,0.1434,False,,,,,
Michelle,private,721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process",72,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils",Iron and steel,7213,D4,2.0,Primary Processed,0.0042654883339424,0.0080329109185634,0.009702129763888,0.9704868075908696,0.0075126633927364,4,Manufactured Component,0.1074,False,,,,,
